sentiment,content
other,shubhamsingal nope 1st time invite ssm graceful accept
worry,sunday morning three hours sleep alcohol definitely study
other,http tinyurlcomoqsqz6 grace funzen magic mood tool keep cool pool real life
happiness,good morning everyone nice day iloveitwhen sun shin go write stuff
happiness,bradiewebbstack every time write tweet always make smile let
happiness,sarahnd nearly month excite
neutral,khairul unassuming unpretentious suppose endear relate
other,aminorjourney see look retro would say rerecordings fan love give one change cs fan
other,kjofficial sure leave audience awestruck katherine look forward read wonderful report
other,anjelfich yay twitter
other,find control leave hand people like twitterrific excellent
happiness,bradiewebbstack bake dinner yummy wait new short stack tv kind dip shall
other,bradiewebbstack haha sound like go heap fun xx
neutral,okay crawl bed ummm ummm talk need talk something good night tweeters
worry,mariancall glad think star trek live hype waste time money
happiness,quite amuse watch pangaea sing f killah priest guess feature album
other,mikeywayday count
neutral,thanx peep four follow
neutral,continue dramathon episode fourteen come
neutral,hinessight still get go
neutral,lwoodhouse btwn two prefer 300seconds datapoint evoke danapoint data star trek tng two
neutral,tiaantjee cool rite
neutral,manonblaauw ooh know hold hand
neutral,jenninoman forty-five junejuly
happiness,shannoncleary1 sound like perfect way spend sunday even enjoy
happiness,yesterday awesome sunny day best friends good food tons fun could ask
other,hey guy want announce marathon let us say get ready couple episodes
sadness,sorry gpgmail
worry,daveg38 think morning worry soon pass
neutral,pntbtrkisses welcome go repost several time get message maybe help another dog
neutral,dulani247 yep
neutral,theengteacher always time coffee
neutral,djmoonlight yay one lol clothe go draw many need place high heel shoe
other,word yer mother
neutral,marcbmusic pineapple rock bud
other,courtney_ozaki lol gooot riiight mean twatt something cool xd
neutral,jonasrask thank jonas
happiness,dear journal sex earl tonight amaze thirty second life
love,check green day demand saw new live videos right blow mind love sgb even time mom
other,happy robbie drink good bite long wake sick
happiness,crack night last night think ever laugh much nice lazy day today woop
neutral,ce tare tin castile pe urechi si n dat drumu la muzichii bun asa cred ca vopseaua afectat rau
love,corinalynn much fun bffs iyla love
love,bradiewebbstack awww ily sweet
other,cubikmusik ah great fiddle later see figure
love,djneilquigley saw tonight well great movie hope well mate cheer e
neutral,msclara fact apparently first follower four um embarrass
other,trainright http twitpiccom4vgzy move great especially lot help
love,rixx03 sweet heart heart talk mom
happiness,get eminem tix friday
happiness,chrisaston woo hoo congratulations
other,guess use twitterfox
neutral,csi_ printchick thx sharen love
sadness,ashantigirl hellooo gosh miss see around think last night amarula
other,"status update twitter ice timestamp sun may ten one hundred and five thousand, seven hundred and forty-four cest two thousand and nine"
worry,taltalush cds know heart really tal think intro country music
other,get little scare tonight could fall back sleep start work digital image project look good
neutral,wake seven hundred and fifty fell back sleep wake eight hundred and fifty back sleep wake nine hundred and fifty stay awake morning
happiness,ukcatalogue fabulous combination till arrive b bill come fun chat good sunday
happiness,work ina good mood
sadness,joyvbehar ii12m sorry
other,find free wifi point sunny
worry,send movie recommendations way please anyone
other,maxsy seriously link plzz
love,celebrate mother also celebrate legacy woman god
neutral,galaxykaren hiyahh karen always listnin show morning tweet backk
worry,soudabeh happen doctor get sick hope get well soon
other,mitsuhiko np mate great meet prague
worry,tzakshrike gentleman agreement whoever win first match best three pay person copy
sadness,everybody need time thier gun n roses x http blipfm5z5kz
neutral,church go mall parent get new backpack fit schoolbooks laptop
happiness,coffee hand laminate floor lay footy watch play live dream
worry,leelougheed deal want well netbook iphone please
love,crazylabel order mine thank
worry,epic daynight disappoint loss canucks watch star trek make much better live long prosper friends night _
worry,brutus626 get see bubb
other,go walk around hour totally motivate wahahaha
happiness,jaztwitta welcome home babe
neutral,first ruby app let us see far get pww
other,wendy_fred6 awww guess good bad move option guess mhm hehe time
neutral,ohmonika star trek really good love
other,welshblue78 yay get extra i12300 hmm anyway go party hard get
happiness,chierinagase 120mm film usually handle fuji oh meet girl san diego kwento soon miss youuu
other,america celebrate mother day different day england anyhooo happy mother day two american mumzys x
other,amiemccarron yes hate silly boys
happiness,fab wed yesterday feet still sore dance must good sign v glad wake bed morning
happiness,catboy_dubai enjoy sound idyllic geordiebird lose bikini perfect holiday
happiness,back home great day http plurkcompsvkc8
other,wait timminchin live age away still dancingrocks plan go wear lol
neutral,yeh merch shop look fab
other,finish watch copy twilight dvd ganda ng mga delete extend scenes http plurkcompsvkch
happiness,lala little girl love new songs hippieho ii12ve answer love freaky twitter guy
love,lifeofadq proud
neutral,http twitpiccom4wr8k ashley tisdale love shade girl
happiness,man thing would chng vegas british boys wayyyy hot
neutral,sunvitd like new profile pic cute
happiness,roast yummy think mum impress
happiness,love charge
worry,http bitlypenql add new icon feedicon database fun
other,first surprise birthday ever best night damn long time
other,ememcoolj face make people laugh ugly halfway
happiness,barely awake eat breakfast marathon morning good luck racers happy mother day
other,hair dye today ugh bore still tire friday lol swear bossman
love,sahilk march 22nd uk today quiet regard mother day sweet wish though thank
love,selfportrait week http unbecominglilyblogspotcom200905announcinghtml would like join
love,brother make banana shake yesterday make mango shake shake guy
happiness,findingceej hala finally
happiness,punnie use hear powershell nice
other,stop make assumptions even fuck know haha stupid bitch thank defend matthew
other,get
other,jujuderoussie come overhere dutch dub might go hour bringtaraback
neutral,eddai google vs twitter mother day vs mother day mother day web10 type mother day social media web20
other,sing xbox lips drink beer weekend rock far
happiness,think become obsess mgmt kid three
happiness,ok samcarterrules saw joey think look interest like things sanctuarysunday
other,ooopps sleep really 10am best get get shizzle gear
happiness,dye hair back super black
neutral,tmptd2touch thnx 4the support girl ppl b like ooh say say something honestly feel know
other,ishrasharif ishra haha cassie ventura haircut yesterday beat music award
happiness,tiesto vicky park excellent
other,best italian meal ever last night godly think may get kitty cat today
love,love sissy
other,come back first city rooftop party man even next new yorker bldg still get pretty windy
happiness,thesupergirl extremely excite fifteen days behind
happiness,watch merlin omg cute
worry,would rather sit bench friendly psychiatric patient go party cool person
other,upload photos facebook friendster myspace later
sadness,greggrunberg showin love ya really go miss greg beeman direct next season ya commentaries r funny
neutral,crocodile rock
other,bradiewebbstack ooh yay forevs since last ss tv bake dinner good yummy prawn xx
happiness,f1 star trek great sunday
neutral,one hundred and twenty-eight days till beyonce
other,tonyemmerson sound nice try recipe get tell turn
neutral,ping pong tomorrow
sadness,princ3sskrys10 lmao never meet anyone like caramel much
other,kevjaffray cloudy day madrid typical spring day
neutral,kingofthelab sleep wooden couch tonight
sadness,fayewhitaker shame freud follow implications
sadness,chris pine zachary quinto leonard nimoy snl tonight quite possibly fun geeking long time
worry,morning something weekend leftover dominos noiiiiice
happiness,good day another lindy day today level b free tester two thousand olympiou diamanti twenty-five 6th floor thessaloniki
love,mrsmw really worth watch cinema mum really enjoy
neutral,hazel_joy entirely possible
happiness,tegs03 bahah would really funny would really cut haha
other,danwarp http twitpiccom4so0u ooo wish hot
neutral,littlestarred good thank nice even father cool thank link btw
love,mom twitter imma post anyway love mommy
sadness,giblahoj oh mother day france germany usa
other,huntley22 haha fuck hell know ay shit son make trouble could take
other,anoldmasterjukz welcome
love,love love say love
love,succesful cancertown launch yesterday
happiness,night continue w fav mazie kristina ericka robin
happiness,chill
other,scottrmcgrew know sleep rat need right
love,tomfelton daaaaawhh cute
other,msnewyorker26 wow cute pic
worry,joelhouston maybe miss chance time
